City;Ward;Match ID;New ID;Mahalla Name;Settlement Name;Households;Population;Settlement Age;Condition of access roads;Availability of drains;Electricity coverage;Solid waste collection service;Access to piped water supply;Availability of hygienic toilet;Street lighting;Attendance of children at school;Households with employment;Household income;Social problems;Land tenure security;Housing condition;Risk of eviction;Land Ownership;Type of Occupancy;Total Score
Barisal;29;62905013;10402905013;Uttar Ishakathi;Napet Bari;28;140;77;4;1;3;3;3;3;4;4;3;3;3;3;3;3;4;4;51
Barisal;29;62905015;10402905015;Uttar Ishakathi;Rofek Hawlader Bari;22;110;76;1;1;4;2;1;3;1;3;3;3;3;4;2;4;4;4;43
Barisal;29;62905014;10402905014;Uttar Ishakathi;Napet Bari;27;135;85;2;1;4;2;1;3;2;4;3;4;2;4;2;4;4;4;46
Barisal;29;62905010;10402905010;Uttar Ishakathi;Habeb Driver;45;225;66;2;1;4;1;4;4;1;4;4;4;2;3;3;4;4;4;49
Barisal;29;62906009;10402906009;Dokshin Ishakathi;Ghosel Bari;24;120;80;1;1;4;1;3;4;1;4;3;4;2;4;4;4;4;4;48
Barisal;29;62906008;10402906008;Dokshin Ishakathi;Esakathe Colony;15;75;90;2;1;4;1;3;4;2;4;4;4;3;4;3;4;4;4;51
Barisal;29;62906007;10402906007;Dokshin Ishakathi;Koleme Sekdar Bari;22;110;75;1;1;3;1;2;2;1;3;3;4;2;3;1;2;3;2;34
Barisal;29;62906006;10402906006;Dokshin Ishakathi;Mojammel Hok Vuiya Bari;35;175;95;2;1;4;2;4;4;3;4;4;4;3;4;4;4;4;4;55
Barisal;29;62906005;10402906005;Dokshin Ishakathi;Josim Khan;95;475;75;2;1;4;1;3;4;2;3;4;4;3;4;3;4;4;4;50
Barisal;29;62906004;10402906004;Dokshin Ishakathi;Degir Par;85;425;70;2;1;4;2;4;3;1;3;3;4;2;3;2;3;2;3;42
Barisal;29;62906003;10402906003;Dokshin Ishakathi;Sekdar Bari;27;135;80;2;1;4;1;1;3;1;3;3;2;2;4;2;4;4;3;40
Barisal;29;62906002;10402906002;Dokshin Ishakathi;Dulal Mestry Bari;50;250;85;2;1;4;1;1;3;3;3;3;3;2;4;3;4;4;4;45
Barisal;29;62906001;10402906001;Dokshin Ishakathi;Salauddain Har Bari;24;120;85;2;1;4;1;1;3;1;3;3;3;2;4;3;4;4;4;43
Barisal;29;62907003;10402907003;Poschiom Ishakathi;Selim Maji;12;138;80;2;1;2;1;3;3;1;2;3;3;2;2;1;2;3;3;34
Barisal;29;62907002;10402907002;Poschiom Ishakathi;Najir Bari;18;108;80;3;1;4;1;1;3;1;3;3;4;2;4;4;4;4;4;46
Barisal;29;62907001;10402907001;Poschiom Ishakathi;High School Sonlogno;26;130;90;2;1;4;3;1;4;1;2;3;3;2;4;4;4;4;4;46
Barisal;29;62907004;10402907004;Poschiom Ishakathi;Joinal Hawlader;21;105;75;1;2;4;1;3;3;3;4;4;4;2;2;1;3;3;3;43
Barisal;29;62907005;10402907005;Poschiom Ishakathi;Rob Mowlana Bari;17;75;8;1;2;4;1;3;3;3;4;4;1;2;2;1;3;3;3;40
Barisal;29;62907009;10402907009;Poschiom Ishakathi;Sultan Modri Bari;20;105;80;2;1;4;1;1;2;1;3;3;4;2;3;1;3;1;1;33
Barisal;29;62907008;10402907008;Poschiom Ishakathi;Molla Bari;25;135;80;2;1;4;1;3;3;1;3;4;4;3;4;2;4;4;4;47
Barisal;29;62907007;10402907007;Poschiom Ishakathi;Malek Munse Bari;22;117;90;2;1;4;2;2;4;4;3;3;4;3;4;2;4;4;4;50
Barisal;29;62907006;10402907006;Poschiom Ishakathi;Molla Bari;17;95;90;4;1;4;3;3;4;1;3;3;3;3;2;3;3;4;4;48
Barisal;16;61601001;10401601001;Gora Chad Das Road Uttor - Dilbag;Halem Khatun Sorok;19;80;15;3;1;4;3;1;4;4;4;3;3;3;2;2;3;1;4;45
Barisal;16;61601002;10401601002;Gora Chad Das Road Uttor - Dilbag;Rupaly Bank Sonlogno Goli;12;48;40;3;3;4;4;2;4;4;2;2;3;3;3;2;2;1;4;46
Barisal;16;61601003;10401601003;Gora Chad Das Road Uttor - Dilbag;Sem Babur Lain;15;60;50;3;3;4;4;2;4;4;2;2;3;3;3;2;3;1;4;47
Barisal;16;61601004;10401601004;Gora Chad Das Road Uttor - Dilbag;Mah Mudaloy;7;28;25;4;4;4;3;2;4;4;3;3;3;3;4;1;3;1;4;50
Barisal;16;61601005;10401601005;Gora Chad Das Road Uttor - Dilbag;Mophela Hostel Sarak;9;36;50;4;4;4;3;4;4;4;4;3;4;3;4;3;3;4;4;59
Barisal;16;61602002;10401602002;Gora Chad Das Road Dokkhin;Apex Hospita Ar Pichone;5;25;50;4;4;4;3;2;3;3;3;2;3;2;3;2;3;1;4;46
Barisal;16;61602001;10401602001;Gora Chad Das Road Dokkhin;Habebur Rahman Lain;10;40;50;4;4;4;3;3;4;4;4;3;3;3;4;3;3;1;4;54
Barisal;16;61602003;10401602003;Gora Chad Das Road Dokkhin;Mohmot Monjel Lain;9;36;20;4;4;4;3;3;3;3;3;3;3;3;4;3;3;1;4;51
Barisal;16;61602005;10401602005;Gora Chad Das Road Dokkhin;Dil Bag;15;65;60;4;4;3;3;3;4;4;4;3;3;3;3;3;3;1;4;52
Barisal;16;61602004;10401602004;Gora Chad Das Road Dokkhin;New Loj;7;35;50;4;3;4;2;2;3;3;3;3;3;3;3;3;3;1;4;47
Barisal;16;61603002;10401603002;Brown Compound;Bahadur Manjil Purbo;5;30;25;4;1;2;2;2;1;2;3;3;1;1;2;1;1;1;2;29
Barisal;16;61603001;10401603001;Brown Compound;Bahadur Manjil;15;90;30;3;1;4;4;1;1;4;4;1;1;1;1;2;3;1;1;33
Barisal;16;61604005;10401604005;Shaheber Gorstan - Esshor Bosu Road;Usuf Busur Road;35;175;35;4;4;4;2;2;3;4;3;3;3;2;4;3;3;2;3;49
Barisal;16;61604004;10401604004;Shaheber Gorstan - Esshor Bosu Road;Nasir Miyar Bari;10;60;35;4;4;4;1;1;3;3;4;3;3;3;1;2;3;2;3;44
Barisal;16;61604003;10401604003;Shaheber Gorstan - Esshor Bosu Road;Sahajahan Chowdory;10;50;30;2;1;4;1;2;3;4;3;2;3;3;2;3;3;3;3;42
Barisal;16;61604001;10401604001;Shaheber Gorstan - Esshor Bosu Road;Brack Somaj;10;50;30;2;1;4;1;1;1;1;3;3;1;3;3;2;3;1;3;33
Barisal;16;61604002;10401604002;Shaheber Gorstan - Esshor Bosu Road;Brack Somajer Pichone;5;25;25;2;1;4;2;1;2;4;3;3;4;3;3;2;2;4;3;43
Barisal;16;61605001;10401605001;Zila School - Poresh Sagor Purbo;Staff Quarter;5;20;40;3;3;3;1;3;3;3;3;2;4;3;3;2;3;2;1;42
Barisal;16;61606003;10401606003;N Hossain - Bogra Road;Staff Quarter (3);25;75;40;1;1;3;1;1;3;2;3;2;3;3;2;2;3;2;2;34
Barisal;16;61606001;10401606001;N Hossain - Bogra Road;Staff Quarter (1);15;90;40;2;3;3;1;1;3;2;2;2;2;3;1;2;3;2;2;34
Barisal;16;61606002;10401606002;N Hossain - Bogra Road;Staff Quarter(2);5;20;40;1;1;3;2;2;1;3;3;2;2;1;2;2;3;4;2;34
Barisal;22;62201004;10402201004;NoyaKanda Khalpar Poschim;Keramoter Bari;15;70;40;1;1;3;1;1;1;1;3;4;2;4;4;1;4;4;4;39
